"class","category","indicator_name","series_name","sub_series_name","parameter","value","units","date_last_updated"
"Health","Weekly deaths","By age","Under 30","Under 30","2011-07-31"," 17","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2011-08-07"," 24","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2011-08-14"," 16","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2011-08-21"," 18","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2011-08-28"," 28","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2011-09-04"," 15","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2011-09-11"," 14","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2011-09-18"," 23","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2011-09-25"," 19","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2011-10-02"," 19","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2011-10-09"," 14","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2011-10-16"," 19","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2011-10-23"," 19","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2011-10-30"," 22","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2011-11-06"," 16","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2011-11-13"," 21","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2011-11-20"," 15","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2011-11-27"," 11","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2011-12-04"," 18","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2011-12-11"," 20","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2011-12-18"," 22","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2011-12-25"," 17","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2012-01-01"," 14","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2012-01-08"," 14","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2012-01-15"," 14","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2012-01-22"," 18","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2012-01-29"," 20","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2012-02-05"," 16","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2012-02-12"," 29","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2012-02-19"," 18","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2012-02-26"," 18","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2012-03-04"," 12","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2012-03-11"," 15","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2012-03-18"," 11","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2012-03-25"," 17","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2012-04-01"," 20","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2012-04-08"," 17","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2012-04-15"," 11","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2012-04-22"," 13","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2012-04-29"," 15","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2012-05-06"," 16","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2012-05-13"," 16","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2012-05-20"," 14","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2012-05-27"," 16","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2012-06-03"," 16","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2012-06-10"," 15","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2012-06-17"," 19","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2012-06-24"," 23","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2012-07-01"," 22","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2012-07-08"," 13","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2012-07-15"," 32","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2012-07-22"," 23","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2012-07-29"," 22","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2012-08-05"," 16","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2012-08-12"," 22","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2012-08-19"," 17","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2012-08-26"," 19","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2012-09-02"," 17","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2012-09-09"," 20","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2012-09-16"," 20","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2012-09-23"," 12","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2012-09-30"," 14","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2012-10-07"," 25","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2012-10-14"," 23","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2012-10-21"," 17","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2012-10-28"," 17","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2012-11-04"," 26","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2012-11-11"," 19","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2012-11-18"," 15","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2012-11-25"," 22","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2012-12-02"," 19","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2012-12-09"," 18","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2012-12-16"," 18","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2012-12-23"," 20","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2012-12-30"," 18","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2013-01-06"," 23","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2013-01-13"," 21","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2013-01-20"," 16","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2013-01-27"," 14","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2013-02-03"," 14","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2013-02-10"," 13","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2013-02-17"," 10","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2013-02-24"," 26","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2013-03-03"," 14","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2013-03-10"," 12","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2013-03-17"," 13","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2013-03-24"," 15","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2013-03-31"," 14","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2013-04-07"," 11","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2013-04-14","  9","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2013-04-21"," 10","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2013-04-28"," 14","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2013-05-05"," 16","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2013-05-12"," 12","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2013-05-19"," 13","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2013-05-26"," 20","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2013-06-02"," 17","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2013-06-09"," 13","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2013-06-16"," 14","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2013-06-23"," 12","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2013-06-30"," 17","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2013-07-07"," 15","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2013-07-14"," 14","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2013-07-21"," 22","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2013-07-28","  9","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2013-08-04"," 14","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2013-08-11"," 25","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2013-08-18"," 22","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2013-08-25"," 19","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2013-09-01"," 15","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2013-09-08"," 11","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2013-09-15"," 22","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2013-09-22"," 17","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2013-09-29"," 13","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2013-10-06"," 13","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2013-10-13"," 21","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2013-10-20"," 16","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2013-10-27"," 14","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2013-11-03"," 17","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2013-11-10"," 22","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2013-11-17"," 14","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2013-11-24"," 20","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2013-12-01"," 16","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2013-12-08","  9","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2013-12-15"," 12","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2013-12-22"," 21","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2013-12-29"," 19","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2014-01-05","  9","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2014-01-12"," 15","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2014-01-19"," 23","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2014-01-26"," 15","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2014-02-02"," 16","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2014-02-09"," 10","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2014-02-16"," 21","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2014-02-23"," 12","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2014-03-02"," 19","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2014-03-09"," 19","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2014-03-16"," 11","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2014-03-23","  7","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2014-03-30"," 14","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2014-04-06"," 15","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2014-04-13"," 13","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2014-04-20"," 18","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2014-04-27"," 19","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2014-05-04"," 18","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2014-05-11","  9","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2014-05-18"," 19","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2014-05-25"," 20","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2014-06-01"," 19","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2014-06-08"," 16","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2014-06-15"," 12","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2014-06-22"," 13","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2014-06-29"," 22","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2014-07-06"," 11","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2014-07-13"," 28","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2014-07-20"," 13","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2014-07-27"," 16","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2014-08-03"," 16","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2014-08-10"," 22","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2014-08-17"," 13","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2014-08-24","  8","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2014-08-31"," 18","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2014-09-07"," 15","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2014-09-14"," 18","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2014-09-21","  7","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2014-09-28"," 14","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2014-10-05"," 19","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2014-10-12"," 12","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2014-10-19","  9","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2014-10-26"," 22","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2014-11-02"," 18","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2014-11-09"," 16","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2014-11-16"," 19","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2014-11-23"," 16","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2014-11-30"," 20","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2014-12-07"," 14","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2014-12-14"," 17","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2014-12-21"," 21","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2014-12-28"," 19","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2015-01-04"," 20","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2015-01-11"," 17","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2015-01-18"," 18","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2015-01-25"," 17","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2015-02-01"," 13","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2015-02-08"," 14","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2015-02-15"," 13","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2015-02-22"," 24","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2015-03-01"," 19","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2015-03-08"," 11","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2015-03-15"," 21","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2015-03-22"," 20","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2015-03-29"," 15","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2015-04-05"," 12","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2015-04-12"," 19","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2015-04-19"," 15","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2015-04-26"," 21","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2015-05-03"," 12","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2015-05-10"," 21","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2015-05-17"," 20","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2015-05-24"," 12","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2015-05-31"," 10","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2015-06-07"," 18","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2015-06-14"," 14","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2015-06-21"," 18","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2015-06-28"," 21","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2015-07-05"," 12","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2015-07-12"," 19","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2015-07-19"," 11","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2015-07-26"," 19","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2015-08-02"," 17","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2015-08-09"," 19","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2015-08-16"," 15","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2015-08-23"," 17","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2015-08-30"," 22","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2015-09-06"," 15","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2015-09-13"," 18","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2015-09-20"," 14","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2015-09-27"," 23","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2015-10-04"," 13","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2015-10-11"," 15","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2015-10-18"," 26","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2015-10-25"," 15","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2015-11-01"," 14","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2015-11-08"," 20","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2015-11-15"," 10","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2015-11-22"," 16","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2015-11-29"," 11","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2015-12-06"," 22","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2015-12-13"," 18","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2015-12-20"," 17","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2015-12-27"," 26","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2016-01-03"," 12","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2016-01-10"," 17","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2016-01-17"," 20","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2016-01-24"," 19","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2016-01-31"," 15","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2016-02-07"," 13","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2016-02-14"," 14","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2016-02-21"," 14","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2016-02-28"," 20","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2016-03-06"," 21","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2016-03-13"," 11","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2016-03-20"," 16","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2016-03-27"," 11","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2016-04-03"," 17","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2016-04-10"," 13","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2016-04-17"," 12","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2016-04-24"," 17","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2016-05-01"," 12","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2016-05-08"," 15","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2016-05-15"," 22","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2016-05-22"," 14","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2016-05-29"," 20","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2016-06-05"," 11","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2016-06-12"," 11","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2016-06-19"," 22","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2016-06-26"," 16","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2016-07-03"," 15","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2016-07-10"," 18","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2016-07-17"," 13","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2016-07-24"," 20","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2016-07-31"," 14","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2016-08-07"," 21","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2016-08-14"," 15","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2016-08-21"," 20","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2016-08-28"," 20","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2016-09-04"," 18","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2016-09-11","  8","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2016-09-18"," 15","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2016-09-25"," 18","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2016-10-02"," 24","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2016-10-09"," 13","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2016-10-16"," 11","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2016-10-23"," 14","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2016-10-30"," 12","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2016-11-06"," 10","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2016-11-13"," 14","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2016-11-20"," 16","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2016-11-27"," 11","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2016-12-04","  8","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2016-12-11"," 18","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2016-12-18"," 16","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2016-12-25"," 18","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2017-01-01"," 28","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2017-01-08"," 14","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2017-01-15"," 11","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2017-01-22"," 23","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2017-01-29"," 14","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2017-02-05"," 25","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2017-02-12"," 10","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2017-02-19"," 14","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2017-02-26"," 10","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2017-03-05"," 13","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2017-03-12"," 17","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2017-03-19","  9","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2017-03-26"," 18","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2017-04-02"," 22","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2017-04-09"," 18","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2017-04-16"," 16","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2017-04-23"," 17","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2017-04-30"," 16","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2017-05-07"," 13","Number","02-02-21"
"Health","Weekly deaths","By age","Under 30","Under 30","2017-05-14"," 17","Number","02-02-21"
